ID,ratio,Atomic_Number,Atomic_Weight,Atomic Radius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol)
922,0.022222222,30,65.58,1.42,3.69,7.08,-60
923,0.020408163,30,65.58,1.42,3.69,7.08,-60
924,0.06122449,30,65.58,1.42,3.69,7.08,-60
925,0.055555556,30,65.58,1.42,3.69,7.08,-60
926,0.049019608,25,54.94,1.61,3.47,8.6,-50
927,0.035714286,30,65.58,1.42,3.69,7.08,-60
928,0.035714286,30,65.58,1.42,3.69,7.08,-60
929,0.035714286,30,65.58,1.42,3.69,7.08,-60
930,0.03030303,48,112.4,1.61,3.8,6,-70
931,0.032258065,48,112.4,1.61,3.8,6,-70
932,0.076923077,69,169,2.22,3.61,22,99
933,0.052631579,62,150.5,2.38,3.35,29,16
934,0.111111111,12,24.31,1.45,4.09,10.6,-40
935,0.111111111,12,24.31,1.45,4.09,10.6,-40
936,0.075471698,30,65.58,1.42,3.69,7.08,-60
937,0.075471698,30,65.58,1.42,3.69,7.08,-60
938,0.075471698,30,65.58,1.42,3.69,7.08,-60
939,0.036144578,25,54.94,1.61,3.47,8.6,-50
940,0.020408163,48,112.4,1.61,3.8,6,-70
941,0.017241379,30,65.58,1.42,3.69,7.08,-60
942,0.011764706,57,139,2.26,3.02,37,54
943,0.020833333,59,141,2.47,3.22,34,11
944,0.011764706,62,150.5,2.38,3.35,29,16
945,0.011111111,66,162.5,2.28,3.51,25,1
946,0.0625,31,69.72,1.36,3.21,8.12,29
947,0.055555556,23,50.94,1.71,3.64,11.4,51
948,0.081081081,26,55.85,1.56,4.03,7.5,15
949,0.04109589,26,55.85,1.56,4.03,7.5,15
950,0.037037037,30,65.58,1.42,3.69,7.08,-60
951,0.055555556,24,52,1.66,3.72,6.8,65
952,0.055555556,24,52,1.66,3.72,6.8,65
953,0.0625,68,167,2.26,3.58,23,30
954,0.035714286,30,65.58,1.42,3.69,7.08,-60
955,0.055555556,29,63.55,1.45,4.48,6.1,119
956,0.058823529,29,63.55,1.45,4.48,6.1,119
957,0.176470588,48,112.4,1.61,3.8,6,-70
958,0.096774194,48,112.4,1.61,3.8,6,-70
959,0.096774194,48,112.4,1.61,3.8,6,-70
960,0.037037037,30,65.58,1.42,3.69,7.08,-60
961,0.076923077,30,65.58,1.42,3.69,7.08,-60
962,0.058823529,82,207,1.54,3.89,3.7,34
963,0.155555556,47,107.9,1.65,4.44,6.3,126
964,0.06,27,58.93,1.52,4.27,6.8,64
965,0.111111111,3,6.941,1.67,3.01,24.3,60
966,0.044776119,27,58.93,1.52,4.27,6.8,64
967,0.033898305,29,63.55,1.45,4.48,6.1,119
968,0.03125,27,58.93,1.52,4.27,6.8,64
969,0.02173913,30,65.58,1.42,3.69,7.08,-60
970,0.037037037,29,63.55,1.45,4.48,6.1,119
971,0.037037037,29,63.55,1.45,4.48,6.1,119
972,0.026315789,48,112.4,1.61,3.8,6,-70
973,0.1,30,65.58,1.42,3.69,7.08,-60
974,0.029411765,57,139,2.26,3.02,37,54
975,0.045454545,29,63.55,1.45,4.48,6.1,119
976,0.036144578,29,63.55,1.45,4.48,6.1,119
977,0.036144578,29,63.55,1.45,4.48,6.1,119
978,0.052631579,71,175,2.17,2.88,20,23
979,0.016129032,48,112.4,1.61,3.8,6,-70
980,0.016393443,30,65.58,1.42,3.69,7.08,-60
981,0.016393443,30,65.58,1.42,3.69,7.08,-60
982,0.016393443,30,65.58,1.42,3.69,7.08,-60
983,0.016393443,30,65.58,1.42,3.69,7.08,-60
984,0.0625,25,54.94,1.61,3.47,8.6,-50
985,0.058823529,26,55.85,1.56,4.03,7.5,15
986,0.047619048,30,65.58,1.42,3.69,7.08,-60
987,0.0625,12,24.31,1.45,4.09,10.6,-40
988,0.0625,12,24.31,1.45,4.09,10.6,-40
989,0.05,29,63.55,1.45,4.48,6.1,119
990,0.052631579,39,88.91,2.12,3.26,22,30
991,0.052631579,39,88.91,2.12,3.26,22,30
992,0.054054054,27,58.93,1.52,4.27,6.8,64
993,0.019607843,27,58.93,1.52,4.27,6.8,64
994,0.071428571,30,65.58,1.42,3.69,7.08,-60
995,0.02,56,137.3,2.53,2.68,39.7,14
996,0.051724138,92,238,2.22,3.37,46,51
997,0.05,48,112.4,1.61,3.8,6,-70
998,0.015873016,27,58.93,1.52,4.27,6.8,64
999,0.151898734,47,107.9,1.65,4.44,6.3,126
1000,0.111111111,12,24.31,1.45,4.09,10.6,-40
1001,0.111111111,12,24.31,1.45,4.09,10.6,-40
1002,0.111111111,12,24.31,1.45,4.09,10.6,-40
1003,0.04,29,63.55,1.45,4.48,6.1,119
1004,0.041666667,49,114.8,1.56,3.04,4.5,37
1005,0.022222222,49,114.8,1.56,3.04,4.5,37
1006,0.027027027,62,150.5,2.38,3.35,29,16
1007,0.021276596,25,54.94,1.61,3.47,8.6,-50
1008,0.021126761,27,58.93,1.52,4.27,6.8,64
1009,0.021126761,28,58.69,1.49,4.4,6.5,112
1010,0.043478261,29,63.55,1.45,4.48,6.1,119
1011,0.176470588,25,54.94,1.61,3.47,8.6,-50
1012,0.021276596,30,65.58,1.42,3.69,7.08,-60
1013,0.021276596,30,65.58,1.42,3.69,7.08,-60
1014,0.032258065,30,65.58,1.42,3.69,7.08,-60
1015,0.037037037,29,63.55,1.45,4.48,6.1,119
1016,0.037037037,29,63.55,1.45,4.48,6.1,119
1017,0.034482759,29,63.55,1.45,4.48,6.1,119
1018,0.035714286,48,112.4,1.61,3.8,6,-70
1019,0.052631579,27,58.93,1.52,4.27,6.8,64
1020,0.04,68,167,2.26,3.58,23,30
1021,0.03030303,29,63.55,1.45,4.48,6.1,119
1022,0.023255814,27,58.93,1.52,4.27,6.8,64
1023,0.05,48,112.4,1.61,3.8,6,-70
1024,0.041666667,29,63.55,1.45,4.48,6.1,119
1025,0.041666667,29,63.55,1.45,4.48,6.1,119
1026,0.081081081,27,58.93,1.52,4.27,6.8,64
1027,0.071428571,27,58.93,1.52,4.27,6.8,64
1028,0.071428571,27,58.93,1.52,4.27,6.8,64
1029,0.063829787,64,157,2.33,3.45,26,13
1030,0.028571429,56,137.3,2.53,2.68,39.7,14
1031,0.111111111,28,58.69,1.49,4.4,6.5,112
1032,0.05,23,50.94,1.71,3.64,11.4,51
1033,0.052631579,68,167,2.26,3.58,23,30
1034,0.052631579,66,162.5,2.28,3.51,25,1
1035,0.052631579,67,165,2.26,3.55,23,33
1036,0.052631579,69,169,2.22,3.61,22,99
1037,0.052631579,70,173,2.22,3.12,22,-2
1038,0.111111111,26,55.85,1.56,4.03,7.5,15
1039,0.111111111,26,55.85,1.56,4.03,7.5,15
1040,0.111111111,26,55.85,1.56,4.03,7.5,15
1041,0.111111111,26,55.85,1.56,4.03,7.5,15
1042,0.111111111,26,55.85,1.56,4.03,7.5,15
1043,0.111111111,26,55.85,1.56,4.03,7.5,15
1044,0.036144578,29,63.55,1.45,4.48,6.1,119
1045,0.050847458,29,63.55,1.45,4.48,6.1,119
1046,0.01369863,58,140,2.1,3.25,36,55
1047,0.111111111,26,55.85,1.56,4.03,7.5,15
1048,0.111111111,26,55.85,1.56,4.03,7.5,15
1049,0.111111111,26,55.85,1.56,4.03,7.5,15
1050,0.111111111,26,55.85,1.56,4.03,7.5,15
1051,0.111111111,26,55.85,1.56,4.03,7.5,15
1052,0.111111111,26,55.85,1.56,4.03,7.5,15
1053,0.111111111,26,55.85,1.56,4.03,7.5,15
1054,0.111111111,26,55.85,1.56,4.03,7.5,15
1055,0.111111111,26,55.85,1.56,4.03,7.5,15
1056,0.111111111,26,55.85,1.56,4.03,7.5,15
1057,0.111111111,26,55.85,1.56,4.03,7.5,15
1058,0.111111111,26,55.85,1.56,4.03,7.5,15
1059,0.2,48,112.4,1.61,3.8,6,-70
1060,0.058823529,12,24.31,1.45,4.09,10.6,-40
1061,0.058823529,20,40.08,1.94,3.07,25,2
1062,0.058823529,38,87.62,2.19,2.87,27.6,5
1063,0.058823529,38,87.62,2.19,2.87,27.6,5
1064,0.058823529,38,87.62,2.19,2.87,27.6,5
1065,0.058823529,38,87.62,2.19,2.87,27.6,5
1066,0.058823529,38,87.62,2.19,2.87,27.6,5
1067,0.034482759,30,65.58,1.42,3.69,7.08,-60
1068,0.111111111,82,207,1.54,3.89,3.7,34
1069,0.048780488,68,167,2.26,3.58,23,30
1070,0.052631579,30,65.58,1.42,3.69,7.08,-60
1071,0.076923077,30,65.58,1.42,3.69,7.08,-60
1072,0.058823529,29,63.55,1.45,4.48,6.1,119
1073,0.058823529,29,63.55,1.45,4.48,6.1,119
1074,0.037037037,57,139,2.26,3.02,37,54
1075,0.036144578,30,65.58,1.42,3.69,7.08,-60
1076,0.02,28,58.69,1.49,4.4,6.5,112
1077,0.025,47,107.9,1.65,4.44,6.3,126
1078,0.052631579,60,144,2.06,3.25,32,9
1079,0.036144578,29,63.55,1.45,4.48,6.1,119
1080,0.027777778,30,65.58,1.42,3.69,7.08,-60
1081,0.052631579,30,65.58,1.42,3.69,7.08,-60
1082,0.090909091,27,58.93,1.52,4.27,6.8,64
1083,0.054054054,23,50.94,1.71,3.64,11.4,51
1084,0.015625,30,65.58,1.42,3.69,7.08,-60
1085,0.035714286,60,144,2.06,3.25,32,9
1086,0.035714286,60,144,2.06,3.25,32,9
1087,0.08,23,50.94,1.71,3.64,11.4,51
1088,0.036144578,30,65.58,1.42,3.69,7.08,-60
1089,0.036363636,30,65.58,1.42,3.69,7.08,-60
1090,0.027027027,30,65.58,1.42,3.69,7.08,-60
1091,0.043478261,30,65.58,1.42,3.69,7.08,-60
1092,0.052631579,48,112.4,1.61,3.8,6,-70
1093,0.045045045,30,65.58,1.42,3.69,7.08,-60
1094,0.058823529,72,178.5,2.08,3.21,15,17
1095,0.058823529,72,178.5,2.08,3.21,15,17
1096,0.037037037,48,112.4,1.61,3.8,6,-70
1097,0.043478261,30,65.58,1.42,3.69,7.08,-60
1098,0.033707865,29,63.55,1.45,4.48,6.1,119
1099,0.033707865,29,63.55,1.45,4.48,6.1,119
1100,0.058823529,48,112.4,1.61,3.8,6,-70
1101,0.028571429,25,54.94,1.61,3.47,8.6,-50
1102,0.017241379,48,112.4,1.61,3.8,6,-70
1103,0.058823529,30,65.58,1.42,3.69,7.08,-60
1104,0.048780488,30,65.58,1.42,3.69,7.08,-60
1105,0.048780488,30,65.58,1.42,3.69,7.08,-60
1106,0.048780488,30,65.58,1.42,3.69,7.08,-60
1107,0.023255814,48,112.4,1.61,3.8,6,-70
1108,0.023255814,48,112.4,1.61,3.8,6,-70
1109,0.043478261,30,65.58,1.42,3.69,7.08,-60
1110,0.095238095,29,63.55,1.45,4.48,6.1,119
1111,0.057692308,21,44.96,1.84,3.37,16.9,18
1112,0.025641026,30,65.58,1.42,3.69,7.08,-60
1113,0.063829787,25,54.94,1.61,3.47,8.6,-50
1114,0.111111111,48,112.4,1.61,3.8,6,-70
1115,0.009345794,48,112.4,1.61,3.8,6,-70
1116,0.009345794,48,112.4,1.61,3.8,6,-70
1117,0.009803922,48,112.4,1.61,3.8,6,-70
1118,0.009345794,48,112.4,1.61,3.8,6,-70
1119,0.009345794,48,112.4,1.61,3.8,6,-70
1120,0.009345794,48,112.4,1.61,3.8,6,-70
1121,0.009345794,48,112.4,1.61,3.8,6,-70
1122,0.009345794,48,112.4,1.61,3.8,6,-70
1123,0.009345794,48,112.4,1.61,3.8,6,-70
1124,0.009345794,48,112.4,1.61,3.8,6,-70
1125,0.009345794,48,112.4,1.61,3.8,6,-70
1126,0.009803922,48,112.4,1.61,3.8,6,-70
1127,0.009803922,48,112.4,1.61,3.8,6,-70
1128,0.009803922,48,112.4,1.61,3.8,6,-70
1129,0.009803922,48,112.4,1.61,3.8,6,-70
1130,0.009803922,48,112.4,1.61,3.8,6,-70
1131,0.009345794,48,112.4,1.61,3.8,6,-70
1132,0.009345794,48,112.4,1.61,3.8,6,-70
1133,0.009345794,48,112.4,1.61,3.8,6,-70
1134,0.022222222,29,63.55,1.45,4.48,6.1,119
1135,0.038461538,29,63.55,1.45,4.48,6.1,119
1136,0.052631579,29,63.55,1.45,4.48,6.1,119
1137,0.027027027,29,63.55,1.45,4.48,6.1,119
1138,0.037037037,27,58.93,1.52,4.27,6.8,64
1139,0.04,27,58.93,1.52,4.27,6.8,64
1140,0.03125,29,63.55,1.45,4.48,6.1,119
1141,0.034482759,70,173,2.22,3.12,22,-2
1142,0.058823529,20,40.08,1.94,3.07,25,2
1143,0.052631579,20,40.08,1.94,3.07,25,2
1144,0.052631579,20,40.08,1.94,3.07,25,2
1145,0.020408163,30,65.58,1.42,3.69,7.08,-60
1146,0.071428571,47,107.9,1.65,4.44,6.3,126
1147,0.071428571,47,107.9,1.65,4.44,6.3,126
1148,0.071428571,47,107.9,1.65,4.44,6.3,126
1149,0.071428571,47,107.9,1.65,4.44,6.3,126
1150,0.019607843,57,139,2.26,3.02,37,54
1151,0.037037037,30,65.58,1.42,3.69,7.08,-60
1152,0.02970297,28,58.69,1.49,4.4,6.5,112
1153,0.051282051,30,65.58,1.42,3.69,7.08,-60
1154,0.12371134,74,183.84,1.93,4.4,11.1,79
1155,0.058823529,27,58.93,1.52,4.27,6.8,64
1156,0.058823529,92,238,2.22,3.37,46,51
1157,0.01754386,29,63.55,1.45,4.48,6.1,119
1158,0.020408163,30,65.58,1.42,3.69,7.08,-60
1159,0.043478261,25,54.94,1.61,3.47,8.6,-50
1160,0.03030303,59,141,2.47,3.22,34,11
1161,0.037974684,48,112.4,1.61,3.8,6,-70
1162,0.03030303,68,167,2.26,3.58,23,30
1163,0.021276596,30,65.58,1.42,3.69,7.08,-60
1164,0.023255814,30,65.58,1.42,3.69,7.08,-60
1165,0.033707865,28,58.69,1.49,4.4,6.5,112
1166,0.016393443,48,112.4,1.61,3.8,6,-70
1167,0.033333333,48,112.4,1.61,3.8,6,-70
1168,0.052631579,20,40.08,1.94,3.07,25,2
1169,0.052631579,20,40.08,1.94,3.07,25,2
1170,0.028571429,28,58.69,1.49,4.4,6.5,112
1171,0.036363636,29,63.55,1.45,4.48,6.1,119
1172,0.035714286,29,63.55,1.45,4.48,6.1,119
1173,0.090909091,30,65.58,1.42,3.69,7.08,-60
1174,0.083333333,27,58.93,1.52,4.27,6.8,64
1175,0.083333333,27,58.93,1.52,4.27,6.8,64
1176,0.04,48,112.4,1.61,3.8,6,-70
1177,0.041666667,47,107.9,1.65,4.44,6.3,126
1178,0.038461538,29,63.55,1.45,4.48,6.1,119
1179,0.027027027,62,150.5,2.38,3.35,29,16
1180,0.027027027,62,150.5,2.38,3.35,29,16
1181,0.027027027,64,157,2.33,3.45,26,13
1182,0.027027027,64,157,2.33,3.45,26,13
1183,0.045454545,30,65.58,1.42,3.69,7.08,-60
1184,0.045454545,30,65.58,1.42,3.69,7.08,-60
1185,0.045454545,30,65.58,1.42,3.69,7.08,-60
1186,0.045454545,30,65.58,1.42,3.69,7.08,-60
1187,0.045454545,30,65.58,1.42,3.69,7.08,-60
1188,0.045454545,30,65.58,1.42,3.69,7.08,-60
1189,0.138888889,31,69.72,1.36,3.21,8.12,29
1190,0.081632653,48,112.4,1.61,3.8,6,-70
1191,0.042253521,30,65.58,1.42,3.69,7.08,-60
1192,0.048780488,30,65.58,1.42,3.69,7.08,-60
1193,0.04,28,58.69,1.49,4.4,6.5,112
1194,0.055555556,23,50.94,1.71,3.64,11.4,51
1195,0.055555556,23,50.94,1.71,3.64,11.4,51
1196,0.055555556,23,50.94,1.71,3.64,11.4,51
1197,0.042553191,11,22.99,1.9,2.84,23.6,53
1198,0.043478261,25,54.94,1.61,3.47,8.6,-50
1199,0.04,28,58.69,1.49,4.4,6.5,112
1200,0.054545455,92,238,2.22,3.37,46,51
1201,0.085106383,30,65.58,1.42,3.69,7.08,-60
1202,0.085106383,30,65.58,1.42,3.69,7.08,-60
1203,0.075471698,30,65.58,1.42,3.69,7.08,-60
1204,0.075471698,30,65.58,1.42,3.69,7.08,-60
1205,0.075471698,30,65.58,1.42,3.69,7.08,-60
1206,0.022727273,28,58.69,1.49,4.4,6.5,112
1207,0.09375,29,63.55,1.45,4.48,6.1,119
1208,0.017241379,28,58.69,1.49,4.4,6.5,112
1209,0.017241379,28,58.69,1.49,4.4,6.5,112
1210,0.017241379,28,58.69,1.49,4.4,6.5,112
1211,0.036144578,30,65.58,1.42,3.69,7.08,-60
1212,0.036144578,30,65.58,1.42,3.69,7.08,-60
1213,0.036144578,30,65.58,1.42,3.69,7.08,-60
1214,0.021276596,25,54.94,1.61,3.47,8.6,-50
1215,0.029411765,30,65.58,1.42,3.69,7.08,-60
1216,0.025,57,139,2.26,3.02,37,54
1217,0.022222222,30,65.58,1.42,3.69,7.08,-60
1218,0.025,58,140,2.1,3.25,36,55
1219,0.018181818,30,65.58,1.42,3.69,7.08,-60
1220,0.018181818,30,65.58,1.42,3.69,7.08,-60
1221,0.2,48,112.4,1.61,3.8,6,-70
1222,0.0625,39,88.91,2.12,3.26,22,30
1223,0.0625,71,175,2.17,2.88,20,23
1224,0.019607843,30,65.58,1.42,3.69,7.08,-60
1225,0.071428571,48,112.4,1.61,3.8,6,-70
1226,0.071428571,25,54.94,1.61,3.47,8.6,-50
1227,0.027777778,30,65.58,1.42,3.69,7.08,-60
1228,0.027777778,30,65.58,1.42,3.69,7.08,-60
1229,0.028169014,30,65.58,1.42,3.69,7.08,-60
1230,0.028169014,30,65.58,1.42,3.69,7.08,-60
1231,0.058823529,30,65.58,1.42,3.69,7.08,-60
1232,0.025641026,30,65.58,1.42,3.69,7.08,-60
1233,0.025641026,30,65.58,1.42,3.69,7.08,-60
1234,0.055555556,30,65.58,1.42,3.69,7.08,-60
1235,0.041666667,50,118.7,1.45,4.23,4.4,107
1236,0.055555556,24,52,1.66,3.72,6.8,65
1237,0.043478261,12,24.31,1.45,4.09,10.6,-40
1238,0.043478261,12,24.31,1.45,4.09,10.6,-40
1239,0.043478261,30,65.58,1.42,3.69,7.08,-60
1240,0.027027027,30,65.58,1.42,3.69,7.08,-60
1241,0.027777778,48,112.4,1.61,3.8,6,-70
1242,0.130434783,27,58.93,1.52,4.27,6.8,64
1243,0.027777778,30,65.58,1.42,3.69,7.08,-60
1244,0.01754386,27,58.93,1.52,4.27,6.8,64
1245,0.032258065,30,65.58,1.42,3.69,7.08,-60
1246,0.047619048,29,63.55,1.45,4.48,6.1,119
1247,0.029850746,27,58.93,1.52,4.27,6.8,64
1248,0.025641026,28,58.69,1.49,4.4,6.5,112
1249,0.045454545,29,63.55,1.45,4.48,6.1,119
1250,0.027027027,64,157,2.33,3.45,26,13
1251,0.051282051,29,63.55,1.45,4.48,6.1,119
1252,0.05,30,65.58,1.42,3.69,7.08,-60
1253,0.214285714,75,186.207,1.88,4.02,9.7,14
1254,0.083333333,27,58.93,1.52,4.27,6.8,64
1255,0.035714286,59,141,2.47,3.22,34,11
1256,0.015267176,28,58.69,1.49,4.4,6.5,112
1257,0.04,57,139,2.26,3.02,37,54
1258,0.04,58,140,2.1,3.25,36,55
1259,0.047619048,29,63.55,1.45,4.48,6.1,119
1260,0.04,30,65.58,1.42,3.69,7.08,-60
1261,0.102040816,30,65.58,1.42,3.69,7.08,-60
1262,0.033333333,30,65.58,1.42,3.69,7.08,-60
1263,0.052631579,13,26.98,1.18,3.21,8.34,42
1264,0.035714286,30,65.58,1.42,3.69,7.08,-60
1265,0.045454545,11,22.99,1.9,2.84,23.6,53
1266,0.066666667,48,112.4,1.61,3.8,6,-70
1267,0.021978022,48,112.4,1.61,3.8,6,-70
1268,0.052631579,30,65.58,1.42,3.69,7.08,-60
1269,0.022222222,48,112.4,1.61,3.8,6,-70
1270,0.023255814,30,65.58,1.42,3.69,7.08,-60
1271,0.018518519,30,65.58,1.42,3.69,7.08,-60
1272,0.102040816,27,58.93,1.52,4.27,6.8,64
1273,0.032258065,48,112.4,1.61,3.8,6,-70
1274,0.027027027,48,112.4,1.61,3.8,6,-70
1275,0.04,27,58.93,1.52,4.27,6.8,64
1276,0.04,30,65.58,1.42,3.69,7.08,-60
1277,0.055555556,30,65.58,1.42,3.69,7.08,-60
1278,0.071428571,30,65.58,1.42,3.69,7.08,-60
1279,0.081632653,30,65.58,1.42,3.69,7.08,-60
1280,0.076923077,62,150.5,2.38,3.35,29,16
1281,0.111111111,26,55.85,1.56,4.03,7.5,15
1282,0.111111111,26,55.85,1.56,4.03,7.5,15
1283,0.111111111,26,55.85,1.56,4.03,7.5,15
1284,0.111111111,30,65.58,1.42,3.69,7.08,-60
1285,0.048780488,66,162.5,2.28,3.51,25,1
1286,0.111111111,27,58.93,1.52,4.27,6.8,64
1287,0.111111111,27,58.93,1.52,4.27,6.8,64
1288,0.111111111,27,58.93,1.52,4.27,6.8,64
1289,0.045454545,12,24.31,1.45,4.09,10.6,-40
1290,0.017241379,30,65.58,1.42,3.69,7.08,-60
1291,0.03030303,25,54.94,1.61,3.47,8.6,-50
1292,0.025641026,27,58.93,1.52,4.27,6.8,64
1293,0.090909091,29,63.55,1.45,4.48,6.1,119
1294,0.078947368,27,58.93,1.52,4.27,6.8,64
1295,0.043478261,29,63.55,1.45,4.48,6.1,119
1296,0.043478261,29,63.55,1.45,4.48,6.1,119
1297,0.081967213,30,65.58,1.42,3.69,7.08,-60
1298,0.090909091,30,65.58,1.42,3.69,7.08,-60
1299,0.03125,19,39.1,2.43,2.42,43.4,48
1300,0.033898305,30,65.58,1.42,3.69,7.08,-60
1301,0.033898305,30,65.58,1.42,3.69,7.08,-60
1302,0.130434783,27,58.93,1.52,4.27,6.8,64
1303,0.130434783,27,58.93,1.52,4.27,6.8,64
1304,0.088235294,30,65.58,1.42,3.69,7.08,-60
1305,0.076923077,30,65.58,1.42,3.69,7.08,-60
1306,0.034482759,27,58.93,1.52,4.27,6.8,64
1307,0.029411765,27,58.93,1.52,4.27,6.8,64
1308,0.111111111,12,24.31,1.45,4.09,10.6,-40
1309,0.028571429,30,65.58,1.42,3.69,7.08,-60
1310,0.02173913,48,112.4,1.61,3.8,6,-70
1311,0.02739726,28,58.69,1.49,4.4,6.5,112
1312,0.030927835,30,65.58,1.42,3.69,7.08,-60
1313,0.021276596,30,65.58,1.42,3.69,7.08,-60
1314,0.035294118,30,65.58,1.42,3.69,7.08,-60
1315,0.027777778,27,58.93,1.52,4.27,6.8,64
1316,0.052631579,28,58.69,1.49,4.4,6.5,112
1317,0.052631579,27,58.93,1.52,4.27,6.8,64
1318,0.06557377,29,63.55,1.45,4.48,6.1,119
1319,0.081081081,27,58.93,1.52,4.27,6.8,64
1320,0.076923077,30,65.58,1.42,3.69,7.08,-60
1321,0.12,27,58.93,1.52,4.27,6.8,64
1322,0.081081081,27,58.93,1.52,4.27,6.8,64
1323,0.058823529,30,65.58,1.42,3.69,7.08,-60
1324,0.034482759,48,112.4,1.61,3.8,6,-70
1325,0.021505376,48,112.4,1.61,3.8,6,-70
1326,0.022222222,25,54.94,1.61,3.47,8.6,-50
1327,0.068965517,28,58.69,1.49,4.4,6.5,112
1328,0.050847458,29,63.55,1.45,4.48,6.1,119
1329,0.2,48,112.4,1.61,3.8,6,-70
1330,0.025974026,78,195.08,1.77,5.6,6.5,205
1331,0.028169014,30,65.58,1.42,3.69,7.08,-60
1332,0.05,26,55.85,1.56,4.03,7.5,15
1333,0.055555556,29,63.55,1.45,4.48,6.1,119
1334,0.043478261,30,65.58,1.42,3.69,7.08,-60
1335,0.033333333,57,139,2.26,3.02,37,54
1336,0.033333333,57,139,2.26,3.02,37,54
1337,0.03030303,57,139,2.26,3.02,37,54
1338,0.03030303,57,139,2.26,3.02,37,54
1339,0.033333333,57,139,2.26,3.02,37,54
1340,0.052631579,13,26.98,1.18,3.21,8.34,42
1341,0.052631579,13,26.98,1.18,3.21,8.34,42
1342,0.052631579,13,26.98,1.18,3.21,8.34,42
1343,0.052631579,60,144,2.06,3.25,32,9
1344,0.052631579,70,173,2.22,3.12,22,-2
1345,0.052631579,60,144,2.06,3.25,32,9
1346,0.055555556,26,55.85,1.56,4.03,7.5,15
1347,0.055555556,26,55.85,1.56,4.03,7.5,15
1348,0.009345794,48,112.4,1.61,3.8,6,-70
1349,0.009803922,48,112.4,1.61,3.8,6,-70
1350,0.009803922,48,112.4,1.61,3.8,6,-70
1351,0.075471698,30,65.58,1.42,3.69,7.08,-60
1352,0.075471698,30,65.58,1.42,3.69,7.08,-60
1353,0.075471698,30,65.58,1.42,3.69,7.08,-60
1354,0.071428571,30,65.58,1.42,3.69,7.08,-60
1355,0.071428571,30,65.58,1.42,3.69,7.08,-60
1356,0.034482759,48,112.4,1.61,3.8,6,-70
1357,0.034482759,48,112.4,1.61,3.8,6,-70
1358,0.034482759,48,112.4,1.61,3.8,6,-70
1359,0.034482759,48,112.4,1.61,3.8,6,-70
1360,0.025,67,165,2.26,3.55,23,33
1361,0.025,68,167,2.26,3.58,23,30
1362,0.025,39,88.91,2.12,3.26,22,30
1363,0.032258065,30,65.58,1.42,3.69,7.08,-60
1364,0.058823529,30,65.58,1.42,3.69,7.08,-60
1365,0.04494382,29,63.55,1.45,4.48,6.1,119
1366,0.04494382,29,63.55,1.45,4.48,6.1,119
1367,0.04494382,29,63.55,1.45,4.48,6.1,119
1368,0.071428571,30,65.58,1.42,3.69,7.08,-60
